query_id,best_hit,best_evalue,best_score,score_mean,score_std,score_gmean
sp|Q9QZ85|IIGP1_MOUSE,1TQ6_A,5.2e-58,404.66,74.62,41.80,70.10
sp|Q9Z1N6|SFRP4_MOUSE,5XGP_A,1.7e-24,174.4,113.06,17.59,111.80
sp|Q9Z2U0|PSA7_MOUSE,6QM8_F,2.9e-36,260.87,143.78,35.97,139.54
tr|A0A075B5V0|A0A075B5V0_MOUSE,3N44_F,1.5e-12,103.41,62.67,8.36,62.15
tr|A0A0A6YW27|A0A0A6YW27_MOUSE,5SZP_A,8.2e-46,329.03,160.09,56.40,150.61
tr|A0A0A6YYE5|A0A0A6YYE5_MOUSE,4OJE_H,2e-10,97.23,58.91,7.22,58.48
tr|A0A0G2JDI1|A0A0G2JDI1_MOUSE,6TNI_A,21.0,22.66,nan,nan,nan
tr|A0A0J9YVD0|A0A0J9YVD0_MOUSE,6X6A_E,0.0005,73.82,64.96,1.04,64.96
tr|A0A140T8U3|A0A140T8U3_MOUSE,7DD7_A,2.4e-66,520.3,204.04,124.34,171.10
tr|A0A1D5RLS7|A0A1D5RLS7_MOUSE,4B93_A,2.9e-22,139.75,91.38,21.91,88.71
tr|A0A1L1SR01|A0A1L1SR01_MOUSE,6WMM_B,1.9e-29,219.65,164.47,55.19,154.93
tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE,7JOZ_R,1.3e-25,186.1,150.54,19.65,148.97
tr|A0A338P7C9|A0A338P7C9_MOUSE,7DRT_B,5.7e-66,497.85,497.85,0.00,497.85
tr|A2AS37|A2AS37_MOUSE,7AD7_A,1.2e-24,212.5,116.63,44.34,108.09
tr|A2AW64|A2AW64_MOUSE,5AKO_C,140.0,22.4,nan,nan,nan
tr|A2CGC2|A2CGC2_MOUSE,6WCQ_C,1.1e-10,103.91,74.71,11.08,73.96
tr|B1APN4|B1APN4_MOUSE,6T90_K,0.01,56.29,nan,nan,nan
tr|B7ZWJ3|B7ZWJ3_MOUSE,7A23_t,16.0,32.13,nan,nan,nan
tr|D3YWT1|D3YWT1_MOUSE,6DHS_B,3.7e-14,93.8,68.80,10.21,68.05
tr|E9PW37|E9PW37_MOUSE,3BXJ_B,2.9e-53,407.94,261.47,81.27,247.71
tr|E9Q2I4|E9Q2I4_MOUSE,6Z2K_F,6.7e-23,170.58,147.07,13.90,146.43
tr|E9Q3H4|E9Q3H4_MOUSE,6ZYA_A,1.8e-10,109.62,79.98,14.63,78.67
tr|E9Q9C6|E9Q9C6_MOUSE,7KWO_V,2e-136,1206.66,689.96,420.29,534.39
tr|J3KMI7|J3KMI7_MOUSE,2NS2_B,6.1e-54,358.34,343.75,10.14,343.61
tr|J3QNN6|J3QNN6_MOUSE,3N44_F,2.9e-10,88.36,49.80,6.20,49.45
tr|J3QP49|J3QP49_MOUSE,2NS2_B,1.1e-58,387.41,373.65,10.13,373.51
tr|L7MTU6|L7MTU6_MOUSE,3SE4_B,2.8e-33,207.79,193.90,10.22,193.62
tr|L7MU59|L7MU59_MOUSE,7BVQ_B,2.5e-23,169.47,133.11,17.65,131.67
tr|L7N475|L7N475_MOUSE,7BVQ_B,6.3e-29,201.79,160.23,24.24,157.84
tr|Q3TFZ4|Q3TFZ4_MOUSE,6QNX_C,1.3e-52,432.53,100.19,53.80,89.97
tr|Q6IMB2|Q6IMB2_MOUSE,5CK3_B,1.9e-14,109.97,70.14,6.68,69.82
tr|Q7M6Y0|Q7M6Y0_MOUSE,6QNX_C,1.3e-46,374.8,92.57,48.44,83.53
tr|Q7TPY4|Q7TPY4_MOUSE,6X6A_E,0.00084,72.52,69.44,0.00,69.44
tr|Q7TS13|Q7TS13_MOUSE,7BVQ_B,3.7e-28,197.57,159.63,24.14,157.26
tr|Q8K3N7|Q8K3N7_MOUSE,6WHA_A,1e-07,78.32,65.83,4.12,65.70
tr|Q8R2E1|Q8R2E1_MOUSE,7F9Y_R,0.0029,57.54,nan,nan,nan
tr|Q8VFA8|Q8VFA8_MOUSE,7BVQ_B,4.7e-27,191.42,152.01,21.55,150.03
tr|Q8VFE2|Q8VFE2_MOUSE,7JOZ_R,4.2e-24,176.59,135.66,19.75,133.84
tr|Q91XY7|Q91XY7_MOUSE,5SZP_A,3.4e-44,323.7,151.52,56.06,141.76
tr|Q9CQH5|Q9CQH5_MOUSE,2HM6_A,2.3,27.72,nan,nan,nan
tr|Q9D140|Q9D140_MOUSE,6QFE_B,2.1e-42,232.69,156.49,48.69,147.02
tr|Q9EPG2|Q9EPG2_MOUSE,7JOZ_R,1.7e-24,179.1,138.92,19.42,137.20
tr|Q9EPS5|Q9EPS5_MOUSE,7DDZ_A,1.8e-07,83.78,68.65,4.72,68.49
tr|Q9R0U9|Q9R0U9_MOUSE,7DL2_D,140.0,35.61,nan,nan,nan
tr|Q9R164|Q9R164_MOUSE,6QNX_C,1.9e-51,424.97,100.22,54.34,89.69
sp|A2A825|CPLN2_MOUSE,6VP8_A,2.1e-07,85.93,67.23,6.20,66.94
sp|A2AD83|FRMD7_MOUSE,6D21_A,1.5e-48,337.03,155.46,49.92,148.38
sp|A2AF53|T185A_MOUSE,6B3O_C,220.0,31.66,nan,nan,nan
sp|A2CG49|KALRN_MOUSE,6YGN_A,1.1e-34,291.12,193.05,17.70,192.31
sp|A3KMP2|TTC38_MOUSE,6YJ6_A,0.02,60.01,nan,nan,nan
sp|E5FYH1|TOPZ1_MOUSE,6YXY_Ao,41.0,45.54,nan,nan,nan
sp|E9Q9F7|CC146_MOUSE,5TBY_A,0.054,64.18,nan,nan,nan
sp|O35143|ATIF1_MOUSE,1GMJ_D,2.4e-18,112.0,87.18,20.32,84.50
sp|O35387|HAX1_MOUSE,6EMK_I,120.0,34.51,nan,nan,nan
sp|O35912|EMP3_MOUSE,6OV2_A,3e-13,92.8,84.94,4.69,84.80
sp|O54946|DNJB6_MOUSE,6U3S_A,7.3e-57,365.21,83.37,40.67,78.07
sp|O70310|NMT1_MOUSE,1RXT_C,5.5e-104,725.2,427.93,120.56,414.18
sp|O70451|MOT2_MOUSE,7BP3_B,1.8e-35,247.05,141.36,25.56,139.37
sp|O70480|VAMP4_MOUSE,4B93_A,7e-15,97.23,73.18,14.97,71.48
sp|O88196|TTC3_MOUSE,6ID1_q,4.9e-06,84.74,84.74,0.00,84.74
sp|P01670|KV3AI_MOUSE,4OJE_H,1.9e-12,108.09,66.13,8.82,65.57
sp|P01676|KV6A2_MOUSE,4OJE_H,4.3e-11,99.58,61.99,8.28,61.47
sp|P05017|IGF1_MOUSE,3LRI_A,3e-18,114.03,86.77,15.58,85.20
sp|P0C6B2|PTCRA_MOUSE,3OF6_E,3.1e-42,269.63,269.63,0.00,269.63
sp|P13675|SSTY1_MOUSE,2NS2_B,2.5e-57,379.42,366.56,9.43,366.43
sp|P14220|GLPA_MOUSE,2KPF_B,6.8e-12,81.78,73.12,6.12,72.87
sp|P15535|B4GT1_MOUSE,2FYB_A,8.5e-33,216.54,150.28,46.86,142.78
sp|P18525|HVM54_MOUSE,3N44_F,4.4e-15,117.55,59.91,8.38,59.38
sp|P28474|ADHX_MOUSE,1MP0_A,5.3e-44,274.96,157.37,34.14,153.88
sp|P30658|CBX2_MOUSE,7R78_A,3.1e-08,113.61,79.14,24.69,75.64
sp|P41133|ID3_MOUSE,2LFH_A,1.6e-08,64.29,61.42,2.03,61.38
sp|P41588|VIPR2_MOUSE,6NBH_R,9.3e-54,367.0,187.05,104.85,156.06
sp|P43136|NR2F6_MOUSE,7KW7_F,4.3e-43,341.81,130.99,56.08,120.25
sp|P46684|ZIC1_MOUSE,6QNX_C,6.1e-15,148.19,81.34,19.14,79.22
sp|P47753|CAZA1_MOUSE,4AKR_C,3e-74,469.26,387.41,62.00,382.51
sp|P48193|EPB41_MOUSE,6D21_A,2.5e-58,406.35,198.89,61.77,189.95
sp|P50636|RN19A_MOUSE,4KBL_A,5.7e-27,232.74,170.00,52.20,158.82
sp|P58196|PLS4_MOUSE,2Q4M_A,5.2e-09,80.13,80.13,0.00,80.13
sp|P62500|T22D1_MOUSE,1DIP_A,0.0016,47.12,nan,nan,nan
sp|P62737|ACTA_MOUSE,6HTS_H,5.5e-58,435.49,227.58,120.36,189.15
sp|P70296|PEBP1_MOUSE,6ENS_A,1.2e-34,208.66,150.02,46.38,141.64
sp|P70318|TIAR_MOUSE,6N7R_F,4e-32,240.9,78.82,37.28,71.99
sp|P70378|FGF11_MOUSE,4JQ0_A,8.5e-64,400.42,153.60,45.74,148.87
sp|P83714|CTF2_MOUSE,2Q7N_D,1.2e-25,167.59,138.72,29.89,134.95
sp|P97789|XRN1_MOUSE,2Y35_A,2.5e-200,1702.62,932.02,615.73,552.76
sp|P97805|FAM3D_MOUSE,5LC2_B,5.1e-29,189.75,151.20,26.12,149.01
sp|Q04742|EMX1_MOUSE,6T90_K,1.5e-06,82.48,62.05,8.78,61.47
sp|Q0II04|NEBL_MOUSE,5YMA_A,460.0,28.05,nan,nan,nan
sp|Q3UE31|K0930_MOUSE,2W9R_A,240.0,23.14,nan,nan,nan
sp|Q3UXL4|KIZ_MOUSE,6EC8_A,440.0,29.36,nan,nan,nan
sp|Q3UXZ9|KDM5A_MOUSE,5V9T_B,8.5e-147,1199.83,354.81,288.60,254.36
sp|Q3UYH7|ARBK2_MOUSE,3V5W_A,7.6e-158,1189.47,207.22,80.85,201.07
sp|Q3V2D2|CE046_MOUSE,1QJS_A,38.0,25.14,nan,nan,nan
sp|Q3V2Q8|N42L1_MOUSE,2IA5_H,4.2e-12,93.28,66.03,9.68,65.39
sp|Q3V3G7|GRM2A_MOUSE,5YQR_A,1.1e-12,98.96,90.78,8.18,90.41
sp|Q4ZJN1|C1QT9_MOUSE,1WCK_A,1.9e-24,161.44,82.15,26.13,78.79
sp|Q5XPI3|RN123_MOUSE,7TDI_C,1e-15,196.12,131.30,46.71,122.15
sp|Q60884|O8G17_MOUSE,7BVQ_B,1.7e-24,175.7,139.12,20.22,137.22
sp|Q61068|U17PA_MOUSE,6TBM_Q,3.7e-43,312.55,244.44,27.78,242.77
sp|Q61464|ZN638_MOUSE,6ASO_A,0.00011,76.32,nan,nan,nan
sp|Q61475|DAF1_MOUSE,3IYP_F,4.2e-40,267.42,101.33,49.20,91.38
sp|Q61660|FOXJ1_MOUSE,6FEC_w,1e-22,200.22,137.64,18.79,136.57
sp|Q61663|TLX2_MOUSE,6T90_K,1.7e-06,83.09,60.54,9.95,59.80
sp|Q62188|DPYL3_MOUSE,4B90_A,5.4e-115,806.3,178.05,89.36,166.05
sp|Q64282|IFIT1_MOUSE,6C6K_A,6.2e-31,205.1,85.27,18.20,83.84
sp|Q66JV4|R12BB_MOUSE,6ASO_A,2.2e-14,133.13,78.82,17.86,77.12
sp|Q6NXK8|ASIC1_MOUSE,6VTK_B,3.6e-92,600.4,411.95,98.56,401.36
sp|Q6PCN7|HLTF_MOUSE,6L8O_A,9.1e-110,861.35,166.03,102.59,146.99
sp|Q6ZPR6|IBTK_MOUSE,4JHN_D,2.9e-14,143.77,83.23,15.50,81.99
sp|Q6ZWZ2|UB2R2_MOUSE,6ZHU_H,8.7e-40,256.35,97.69,25.18,95.24
sp|Q791V5|MTCH2_MOUSE,6GCI_A,2.2e-10,91.3,86.15,3.78,86.06
sp|Q7TMD7|DSG4_MOUSE,1Q5C_B,5.4e-37,301.98,104.05,37.15,98.99
sp|Q80VP2|SPAT7_MOUSE,4H62_K,84.0,25.87,nan,nan,nan
sp|Q80XF5|I22R2_MOUSE,3BES_R,4.2e-23,160.74,76.80,19.86,74.85
sp|Q80XI1|FBX34_MOUSE,2XCM_E,0.037,42.5,nan,nan,nan
sp|Q80Z25|OFD1_MOUSE,7DL2_D,0.12,61.98,nan,nan,nan
sp|Q8BFQ4|WDR82_MOUSE,7K36_G,4.4e-19,164.56,129.13,10.70,128.68
sp|Q8BGM7|AAKG3_MOUSE,3T4N_C,1.1e-32,227.41,77.64,39.55,71.80
sp|Q8BIV3|RNBP6_MOUSE,6XU2_A,2.3e-80,591.55,169.73,106.99,145.68
sp|Q8BK08|TMM11_MOUSE,7B6X_F,130.0,22.71,nan,nan,nan
sp|Q8BLV3|SL9A7_MOUSE,7DSX_A,2.1e-44,342.58,170.95,72.68,156.11
sp|Q8BQ30|PPR18_MOUSE,6ODM_B,1100.0,33.09,nan,nan,nan
sp|Q8BRT1|CLAP2_MOUSE,6COK_A,4.9e-21,186.15,105.77,31.85,101.84
sp|Q8BUR9|MZT1_MOUSE,6X0U_A,1.3e-22,131.95,125.49,5.96,125.34
sp|Q8BVE3|VATH_MOUSE,5VOX_P,1.8e-86,634.43,561.95,87.39,554.70
sp|Q8BVZ5|IL33_MOUSE,5VI4_A,7.7e-61,397.92,387.69,7.24,387.63
sp|Q8BWT5|DIP2A_MOUSE,6ULW_C,3.1e-26,253.07,128.68,28.53,125.92
sp|Q8BYK5|PHAR3_MOUSE,6ZEE_X,1.4e-18,127.47,98.84,24.41,95.22
sp|Q8BZM0|KLH12_MOUSE,6WCQ_C,6.3e-64,442.79,138.22,60.32,127.42
sp|Q8C031|LRC4C_MOUSE,3ZYO_A,2.5e-60,399.02,133.51,37.94,129.81
sp|Q8C255|DPEP2_MOUSE,6VGR_A,7.1e-111,802.56,310.85,190.40,275.56
sp|Q8CGY8|OGT1_MOUSE,7NTF_B,8.6e-185,1477.43,250.72,144.90,236.22
sp|Q8CHQ6|TM125_MOUSE,6TBU_A,50.0,34.4,nan,nan,nan
sp|Q8CJF9|AGO3_MOUSE,4KRF_A,1.5e-151,1124.29,380.32,281.93,285.85
sp|Q8K203|NEIL3_MOUSE,3W0F_A,1.7e-39,292.21,179.09,39.59,174.08
sp|Q8R4D1|SL9A8_MOUSE,7DSX_A,4.5e-50,371.56,195.25,66.73,186.70
sp|Q8VCM3|ZFY21_MOUSE,2RRF_A,8.2e-41,256.54,94.52,72.60,78.46
sp|Q8VD75|HIP1_MOUSE,1R0D_I,8.2e-38,291.67,203.64,62.90,193.16
sp|Q8VGK5|O1J21_MOUSE,7DDZ_A,3.3e-24,188.34,152.03,22.69,149.80
sp|Q91WK7|ANR54_MOUSE,6PW5_D,1.9e-15,142.32,97.71,14.39,96.61
sp|Q91WT4|DJC17_MOUSE,5Y88_T,3.1e-18,144.68,74.28,23.42,71.49
sp|Q91YK8|LYPD3_MOUSE,6ION_A,6.4e-19,134.94,109.38,17.24,108.10
sp|Q91ZA3|PCCA_MOUSE,3N6R_I,2e-95,697.01,207.93,159.36,170.16
sp|Q920G8|MFRN1_MOUSE,6GCI_A,2.5e-35,234.33,200.52,18.11,199.73
sp|Q920H1|SG3A2_MOUSE,1UTR_B,0.00026,44.95,nan,nan,nan
sp|Q922B2|SYDC_MOUSE,4J15_B,2.9e-93,656.97,362.55,100.51,343.07
sp|Q924I3|ACKR4_MOUSE,5T1A_A,5e-34,228.03,171.39,24.60,169.20
sp|Q99PV5|BHE41_MOUSE,2DB7_A,1.7e-05,55.24,nan,nan,nan
sp|Q9CRC8|LRC40_MOUSE,3T6Q_B,1.3e-31,237.81,168.92,34.81,165.36
sp|Q9CYK1|SYWM_MOUSE,3PRH_B,2.6e-51,354.99,228.98,55.46,222.72
sp|Q9D0C1|RN115_MOUSE,6VK0_B,1.1e-07,84.8,63.01,12.98,61.71
sp|Q9D2I5|ARMC9_MOUSE,7RTC_A,2.4e-05,73.23,nan,nan,nan
sp|Q9D3W4|GPN3_MOUSE,1YRB_B,5e-20,134.43,71.04,14.10,69.84
sp|Q9D6F4|GBRA4_MOUSE,7KUY_E,3.1e-42,326.91,204.42,61.64,192.81
sp|Q9D8N3|TM86A_MOUSE,7B4M_A,300.0,26.16,nan,nan,nan
sp|Q9DC50|OCTC_MOUSE,1XMC_B,7.1e-111,796.01,692.22,56.69,689.99
sp|Q9EQG7|ENPP5_MOUSE,5VEO_A,3e-62,410.23,169.80,108.20,144.51
sp|Q9JIH2|NUP50_MOUSE,3TJ3_C,8.1e-17,133.47,86.38,21.85,83.90
sp|Q9JIK5|DDX21_MOUSE,6QX9_5X,6.8e-45,378.97,219.98,67.44,207.13
sp|Q9JM61|THSD1_MOUSE,6X87_X,0.0044,66.3,nan,nan,nan
sp|Q9QXM1|JMY_MOUSE,6UHC_I,0.00028,71.03,nan,nan,nan
sp|Q9QY36|NAA10_MOUSE,6C9M_B,1.7e-53,314.11,64.81,16.45,63.86
sp|Q9QZI9|SERC3_MOUSE,6SP2_C,7.4e-89,648.96,648.96,0.00,648.96
sp|Q9Z0S9|PRAF1_MOUSE,6IJZ_A,21.0,33.1,nan,nan,nan
sp|Q9Z2E9|BSCL2_MOUSE,6DS5_A,6.5e-115,809.3,384.23,216.10,341.11
tr|A0A087WNP8|A0A087WNP8_MOUSE,2NS2_B,4.6e-57,377.82,364.24,9.89,364.11
tr|A0A087WQ89|A0A087WQ89_MOUSE,7ANE_ab,310.0,30.93,nan,nan,nan
tr|A0A087WR13|A0A087WR13_MOUSE,7KZN_A,0.0,4899.59,1487.13,1844.24,459.13
tr|A0A0G2JDZ0|A0A0G2JDZ0_MOUSE,6HZG_A,43.0,21.62,nan,nan,nan
tr|A0A0G2JE67|A0A0G2JE67_MOUSE,5CM8_A,0.00024,63.07,nan,nan,nan
tr|A0A0G2JFP6|A0A0G2JFP6_MOUSE,4YS9_B,45.0,17.66,nan,nan,nan
tr|A0A0G2JGX9|A0A0G2JGX9_MOUSE,5CM8_A,0.00024,62.98,nan,nan,nan
tr|A0A1B0GR71|A0A1B0GR71_MOUSE,6QNX_C,5e-47,404.72,99.20,50.56,90.02
tr|A0A9L6KDW2|A0A9L6KDW2_MOUSE,6MEJ_C,72.0,27.29,nan,nan,nan
tr|A0ABJ3HKK6|A0ABJ3HKK6_MOUSE,6UYF_E,79.0,18.82,nan,nan,nan
tr|A2NU22|A2NU22_MOUSE,5WTS_A,0.00027,51.92,49.22,0.15,49.22
tr|B2RW11|B2RW11_MOUSE,7DXF_A,2.5e-10,111.6,79.45,11.46,78.64
tr|D3Z451|D3Z451_MOUSE,1JMO_A,2.2e-50,364.5,297.02,27.91,295.61
tr|D3Z748|D3Z748_MOUSE,7BV3_B,2.3e-32,219.68,135.13,41.63,128.31
tr|E9PY60|E9PY60_MOUSE,7DDZ_A,2.3e-07,83.14,67.38,3.97,67.27
tr|E9PYB4|E9PYB4_MOUSE,7F1T_A,6.2e-22,157.69,130.09,13.10,129.30
tr|E9Q891|E9Q891_MOUSE,7BVQ_B,1e-24,177.73,144.66,20.60,142.79
tr|E9QAT7|E9QAT7_MOUSE,7JOZ_R,1e-24,180.81,141.50,19.86,139.73
tr|F6WYW0|F6WYW0_MOUSE,1UTR_B,3.5e-16,98.43,90.17,7.89,89.81
tr|G3UXE9|G3UXE9_MOUSE,6AT5_A,2.8e-56,352.49,199.34,92.94,170.65
tr|G3X8R7|G3X8R7_MOUSE,6QNX_C,3.6e-15,151.39,75.55,23.93,71.97
tr|J3QM75|J3QM75_MOUSE,1PUO_B,4.1e-29,184.53,161.41,41.02,154.14
tr|J9JI72|J9JI72_MOUSE,4F3L_A,0.0011,54.65,nan,nan,nan
tr|Q0VGU8|Q0VGU8_MOUSE,4KEG_A,2.6e-05,68.82,nan,nan,nan
tr|Q3TG86|Q3TG86_MOUSE,7E7F_A,2e-61,394.19,253.56,23.57,252.56
tr|Q3ULB0|Q3ULB0_MOUSE,4PKD_B,3.4e-08,87.32,70.38,8.48,69.92
tr|Q61635|Q61635_MOUSE,1TQ6_A,1.5e-52,370.92,74.26,35.65,70.86
tr|Q66JY9|Q66JY9_MOUSE,6X6A_E,3.5e-05,82.27,70.16,3.01,70.10
tr|Q6YI28|Q6YI28_MOUSE,7BPS_B,3.1e-15,114.99,96.01,8.05,95.70
tr|Q7M719|Q7M719_MOUSE,7F9Y_R,2.7e-06,76.55,66.76,3.39,66.67
tr|Q7TQS2|Q7TQS2_MOUSE,7BVQ_B,5.3e-23,169.51,142.71,18.94,141.09
tr|Q7TRU1|Q7TRU1_MOUSE,7BVQ_B,1.3e-23,170.94,136.82,18.47,135.30
tr|Q80YX8|Q80YX8_MOUSE,1DZK_A,4.8e-21,124.09,93.42,17.53,91.65
tr|Q810R8|Q810R8_MOUSE,2NS2_B,5.4e-54,358.45,344.72,10.00,344.58
tr|Q8BNV8|Q8BNV8_MOUSE,6Y6C_A,6.6e-08,65.64,53.15,7.25,52.66
tr|Q8R2Q3|Q8R2Q3_MOUSE,6QNX_C,1.6e-44,365.69,93.82,49.34,84.25
tr|Q8VF19|Q8VF19_MOUSE,7BVQ_B,1.1e-24,178.08,142.74,20.03,140.97
tr|Q8VF55|Q8VF55_MOUSE,7JOZ_R,1.4e-24,179.12,146.77,20.41,144.93
tr|Q924H8|Q924H8_MOUSE,7JOZ_R,7e-25,181.29,142.68,19.77,140.97
tr|Q99N17|Q99N17_MOUSE,6C94_A,1.6e-62,402.3,315.73,27.00,314.58
tr|Q9D2T6|Q9D2T6_MOUSE,6TBM_C,4.3,38.09,nan,nan,nan
tr|Q9EQA6|Q9EQA6_MOUSE,7JOZ_R,1.1e-24,179.84,142.03,20.00,140.25
sp|A0A087WRU1|RDIC1_MOUSE,6VC7_B,170.0,27.07,nan,nan,nan
sp|A2A690|TANC2_MOUSE,7PTY_B,1.3e-27,288.4,185.26,39.76,181.21
sp|A2A8T7|TEX38_MOUSE,6BSD_A,16.0,32.84,nan,nan,nan
sp|A2AJA7|AEGP_MOUSE,2V5Y_A,9.9e-12,121.48,99.62,16.15,98.35
sp|A2AWR3|LYCHS_MOUSE,7PE9_I,1.8e-08,95.2,83.61,12.40,82.62
sp|A2RSY1|KANL3_MOUSE,2I3D_B,1e-05,68.18,66.15,0.00,66.15
sp|A9JSM3|TM238_MOUSE,7AJQ_E,7.1,31.52,nan,nan,nan
sp|E9Q649|GCNT4_MOUSE,2GAK_B,2.6e-62,437.64,341.97,95.54,328.35
sp|O08914|FAAH1_MOUSE,3PPM_A,9e-101,713.18,378.18,72.58,373.05
sp|O70133|DHX9_MOUSE,5AOR_A,6e-184,1510.74,212.35,197.60,169.91
sp|O70258|SGCE_MOUSE,6SEQ_A,100.0,37.56,nan,nan,nan
sp|O88522|NEMO_MOUSE,3CL3_E,2.2e-26,193.82,102.12,33.23,98.15
sp|O88909|S22A8_MOUSE,7SP5_B,4.8e-25,180.97,120.21,18.23,118.88
sp|P01667|KV3AF_MOUSE,4OJE_H,9.6e-14,115.64,68.62,9.13,68.04
sp|P01759|HVM15_MOUSE,3N44_F,1e-11,100.93,59.16,7.93,58.68
sp|P05532|KIT_MOUSE,1T45_A,5.7e-61,405.91,207.35,29.07,205.65
sp|P07356|ANXA2_MOUSE,1M9I_A,3.3e-50,346.0,275.14,42.40,268.20
sp|P08032|SPTA1_MOUSE,1SJJ_A,2.1e-28,260.49,138.07,45.56,130.88
sp|P08920|CD2_MOUSE,1HNG_A,7.3e-09,66.41,60.42,3.97,60.29
sp|P09024|HXB7_MOUSE,6T90_K,1.7e-06,80.39,59.86,8.82,59.23
sp|P10605|CATB_MOUSE,3PBH_A,1.1e-57,346.05,192.68,48.23,186.07
sp|P10639|THIO_MOUSE,6TMG_F,6.7e-18,116.78,72.90,13.00,71.74
sp|P10925|ZFY1_MOUSE,6QNX_C,9.9e-38,327.16,87.44,42.10,80.34
sp|P20357|MTAP2_MOUSE,7QKY_D,2.4e-44,395.59,187.67,114.15,156.00
sp|P21995|EMB_MOUSE,7CKO_B,6.5e-12,89.85,60.16,4.75,59.99
sp|P22366|MYD88_MOUSE,6I3N_H,1.1e-18,131.65,66.15,23.64,63.17
sp|P26043|RADI_MOUSE,4RM9_A,3.9e-120,848.03,239.97,170.16,207.35
sp|P26369|U2AF2_MOUSE,3VF0_B,1.1e-21,161.21,83.93,29.12,79.15
sp|P34927|ASGR1_MOUSE,6INN_A,6e-16,132.58,88.35,12.27,87.60
sp|P41234|ABCA2_MOUSE,7E7I_A,7.4e-232,2139.83,237.22,171.31,222.34
sp|P50283|CD7_MOUSE,5OR7_C,9.2e-09,72.31,58.09,6.29,57.75
sp|P51675|CCR1_MOUSE,5T1A_A,4.5e-40,262.97,191.92,30.53,188.70
sp|P51912|AAAT_MOUSE,6MPB_A,1.8e-80,596.2,459.22,76.38,453.28
sp|P53690|MMP14_MOUSE,1GXD_A,3.4e-66,493.52,146.93,90.98,128.41
sp|P53986|MOT1_MOUSE,7CKO_A,1.9e-39,266.14,141.90,29.08,139.40
sp|P59222|SREC2_MOUSE,4XBM_B,8e-23,192.94,104.86,31.13,100.91
sp|P63330|PP2AA_MOUSE,1AUI_A,3.5e-54,380.8,235.80,107.90,204.31
sp|P68510|1433F_MOUSE,4F7R_A,3.8e-53,320.5,300.01,12.89,299.73
sp|P70406|UCP2_MOUSE,2LCK_A,9.8e-48,275.73,239.64,23.67,238.48
sp|P82350|SGCA_MOUSE,6C13_A,9.4,34.44,nan,nan,nan
sp|P97311|MCM6_MOUSE,7PLO_6,5.4e-145,1116.81,434.73,298.94,315.87
sp|P97361|BPIA1_MOUSE,4KGO_B,2.3e-44,301.11,209.17,48.89,203.92
sp|P97801|SMN_MOUSE,4V98_Bk,2.7e-24,161.06,69.61,27.18,65.85
sp|P98203|ARVC_MOUSE,3L6X_A,9.8e-63,459.36,101.41,41.60,97.69
sp|Q00898|A1AT5_MOUSE,1JMO_A,1.2e-53,384.86,308.69,31.90,306.94
sp|Q02526|ZFP41_MOUSE,6QNX_C,3.3e-20,168.35,87.23,23.36,84.07
sp|Q08943|SSRP1_MOUSE,6UPL_H,3.4e-123,921.8,168.49,183.28,111.08
sp|Q3KQP7|SPO16_MOUSE,2M9M_A,1.7,35.56,nan,nan,nan
sp|Q3UZD7|GAR1B_MOUSE,6PIJ_H,520.0,22.8,nan,nan,nan
sp|Q5EBH1|RASF5_MOUSE,3DDC_B,1.3e-35,242.14,115.53,64.07,102.92
sp|Q5QD07|TAA8A_MOUSE,5ZTY_A,5.8e-33,228.36,189.52,30.37,186.25
sp|Q5XJY6|FANCB_MOUSE,7KZR_B,2e-98,784.93,784.93,0.00,784.93
sp|Q61091|FZD8_MOUSE,5V56_A,6.2e-70,524.35,182.80,126.93,152.35
sp|Q61880|DMC1_MOUSE,3LDA_A,2.8e-44,299.5,131.98,60.71,119.85
sp|Q62192|CD180_MOUSE,3T6Q_B,5.7e-70,485.31,141.79,54.41,134.61
sp|Q64705|USF2_MOUSE,7F2F_B,5.5e-09,82.11,67.58,12.59,66.33
sp|Q6DFW5|AT11B_MOUSE,7KYA_A,1.8e-164,1413.06,522.66,396.30,391.50
sp|Q6IME9|K2C72_MOUSE,3TNU_A,4.5e-13,89.63,66.50,10.29,65.70
sp|Q6IR41|C1QT6_MOUSE,1WCK_A,8.2e-19,127.62,72.89,20.63,70.40
sp|Q6PAN7|PRR18_MOUSE,6PX3_S,9.4,40.92,nan,nan,nan
sp|Q6PDC0|RUN3B_MOUSE,2DWK_A,2.3e-23,157.75,130.08,21.57,128.29
sp|Q6ZQH8|NU188_MOUSE,5IJO_J,4.7e-252,2166.26,707.49,489.17,607.15
sp|Q6ZWM4|LSM8_MOUSE,6ASO_H,4.2e-14,90.66,56.40,11.00,55.44
sp|Q7TNS7|ASIC4_MOUSE,6VTK_B,9.1e-72,476.99,368.02,56.91,363.93
sp|Q7TSG3|FBX5_MOUSE,4UI9_S,1.4e-101,739.87,524.23,303.45,373.00
sp|Q7TSJ2|MAP6_MOUSE,6U42_5G,0.1,50.96,nan,nan,nan
sp|Q80TS5|ZN423_MOUSE,6QNX_C,1.8e-33,309.69,93.20,37.54,87.59
sp|Q80ZC9|PS1C2_MOUSE,7N8O_q,26.0,25.34,nan,nan,nan
sp|Q80ZE4|PAQR7_MOUSE,5LX9_A,3e-30,214.18,207.04,7.14,206.92
