fasta_id,best_hit_id
sp|A0A087WRU1|RDIC1_MOUSE,6VC7_B
sp|A2A690|TANC2_MOUSE,7PTY_B
sp|A2A8T7|TEX38_MOUSE,6BSD_A
sp|A2AJA7|AEGP_MOUSE,2V5Y_A
sp|A2AWR3|LYCHS_MOUSE,7PE9_I
sp|A2RSY1|KANL3_MOUSE,2I3D_B
sp|A9JSM3|TM238_MOUSE,7AJQ_E
sp|E9Q649|GCNT4_MOUSE,2GAK_B
sp|O08914|FAAH1_MOUSE,3PPM_A
sp|O70133|DHX9_MOUSE,5AOR_A
sp|O70258|SGCE_MOUSE,6SEQ_A
sp|O88522|NEMO_MOUSE,3CL3_E
sp|O88909|S22A8_MOUSE,7SP5_B
sp|P01667|KV3AF_MOUSE,4OJE_H
sp|P01759|HVM15_MOUSE,3N44_F
sp|P05532|KIT_MOUSE,1T45_A
sp|P07356|ANXA2_MOUSE,1M9I_A
sp|P08032|SPTA1_MOUSE,1SJJ_A
sp|P08920|CD2_MOUSE,1HNG_A
sp|P09024|HXB7_MOUSE,6T90_K
sp|P10605|CATB_MOUSE,3PBH_A
sp|P10639|THIO_MOUSE,6TMG_F
sp|P10925|ZFY1_MOUSE,6QNX_C
sp|P20357|MTAP2_MOUSE,7QKY_D
sp|P21995|EMB_MOUSE,7CKO_B
sp|P22366|MYD88_MOUSE,6I3N_H
sp|P26043|RADI_MOUSE,4RM9_A
sp|P26369|U2AF2_MOUSE,3VF0_B
sp|P34927|ASGR1_MOUSE,6INN_A
sp|P41234|ABCA2_MOUSE,7E7I_A
sp|P50283|CD7_MOUSE,5OR7_C
sp|P51675|CCR1_MOUSE,5T1A_A
sp|P51912|AAAT_MOUSE,6MPB_A
sp|P53690|MMP14_MOUSE,1GXD_A
sp|P53986|MOT1_MOUSE,7CKO_A
sp|P59222|SREC2_MOUSE,4XBM_B
sp|P63330|PP2AA_MOUSE,1AUI_A
sp|P68510|1433F_MOUSE,4F7R_A
sp|P70406|UCP2_MOUSE,2LCK_A
sp|P82350|SGCA_MOUSE,6C13_A
sp|P97311|MCM6_MOUSE,7PLO_6
sp|P97361|BPIA1_MOUSE,4KGO_B
sp|P97801|SMN_MOUSE,4V98_Bk
sp|P98203|ARVC_MOUSE,3L6X_A
sp|Q00898|A1AT5_MOUSE,1JMO_A
sp|Q02526|ZFP41_MOUSE,6QNX_C
sp|Q08943|SSRP1_MOUSE,6UPL_H
sp|Q3KQP7|SPO16_MOUSE,2M9M_A
sp|Q3UZD7|GAR1B_MOUSE,6PIJ_H
sp|Q5EBH1|RASF5_MOUSE,3DDC_B
sp|Q5QD07|TAA8A_MOUSE,5ZTY_A
sp|Q5XJY6|FANCB_MOUSE,7KZR_B
sp|Q61091|FZD8_MOUSE,5V56_A
sp|Q61880|DMC1_MOUSE,3LDA_A
sp|Q62192|CD180_MOUSE,3T6Q_B
sp|Q64705|USF2_MOUSE,7F2F_B
sp|Q6DFW5|AT11B_MOUSE,7KYA_A
sp|Q6IME9|K2C72_MOUSE,3TNU_A
sp|Q6IR41|C1QT6_MOUSE,1WCK_A
sp|Q6PAN7|PRR18_MOUSE,6PX3_S
sp|Q6PDC0|RUN3B_MOUSE,2DWK_A
sp|Q6ZQH8|NU188_MOUSE,5IJO_J
sp|Q6ZWM4|LSM8_MOUSE,6ASO_H
sp|Q7TNS7|ASIC4_MOUSE,6VTK_B
sp|Q7TSG3|FBX5_MOUSE,4UI9_S
sp|Q7TSJ2|MAP6_MOUSE,6U42_5G
sp|Q80TS5|ZN423_MOUSE,6QNX_C
sp|Q80ZC9|PS1C2_MOUSE,7N8O_q
sp|Q80ZE4|PAQR7_MOUSE,5LX9_A
sp|Q810C0|SLIK2_MOUSE,4Y61_B
sp|Q8BGX7|SPIDR_MOUSE,7LMB_D
sp|Q8BGY4|KLH26_MOUSE,6WCQ_C
sp|Q8BHW9|SLNL1_MOUSE,7EG4_B
sp|Q8C006|TRI35_MOUSE,4CFG_B
sp|Q8C4J7|TBL3_MOUSE,7MQA_LR
sp|Q8C4V1|RHG24_MOUSE,7MYO_B
sp|Q8CHG7|RPGF2_MOUSE,4F7Z_A
sp|Q8CJ70|IL19_MOUSE,4DOH_C
sp|Q8JZM0|TFB1M_MOUSE,4GC5_A
sp|Q8K1H7|T11L2_MOUSE,7N9F_z
sp|Q8K2G4|BBS7_MOUSE,6VBV_7
sp|Q8K375|LRC56_MOUSE,4LXR_A
sp|Q8K4Z0|LGI2_MOUSE,5Y31_B
sp|Q8R0Y6|AL1L1_MOUSE,7RLU_D
sp|Q8R464|CADM4_MOUSE,5ZO2_C
sp|Q8VFD2|O5P66_MOUSE,7BVQ_B
sp|Q8VGS3|O5AR1_MOUSE,7JOZ_R
sp|Q8VHS2|CRUM1_MOUSE,3QCW_A
sp|Q8VIC6|V1R51_MOUSE,4XES_A
sp|Q8VIM9|IRGQ_MOUSE,1TQ6_A
sp|Q91V57|CHIN_MOUSE,3CXL_A
sp|Q91W82|UB2E2_MOUSE,5A4P_A
sp|Q921X9|PDIA5_MOUSE,5AYL_A
sp|Q922Q4|P5CR2_MOUSE,3TRI_A
sp|Q99J38|I70A1_MOUSE,4UZY_A
sp|Q99K85|SERC_MOUSE,5YII_A
sp|Q99M73|KRT84_MOUSE,3TNU_A
sp|Q99PR8|HSPB2_MOUSE,6F2R_D
sp|Q9CQS4|S2546_MOUSE,6GCI_A
sp|Q9CX92|CXE1_MOUSE,5ER7_B
sp|Q9CXI3|MOXD1_MOUSE,4ZEL_A
sp|Q9CYC3|TM39A_MOUSE,6ZA9_K
sp|Q9CYZ8|SSBP2_MOUSE,6TYD_A
sp|Q9D7Q0|LYG1_MOUSE,1LSP_A
sp|Q9D8K8|S2539_MOUSE,6GCI_A
sp|Q9D9U9|CFA45_MOUSE,7RRO_c
sp|Q9DCX8|IYD1_MOUSE,3GFD_B
sp|Q9EQ45|V1R46_MOUSE,4XES_A
sp|Q9EQM6|DGCR8_MOUSE,6LXE_B
sp|Q9JIG8|PRAF2_MOUSE,1LYP_A
sp|Q9JIW9|RALB_MOUSE,2BOV_A
sp|Q9JJG7|CABP8_MOUSE,3Q5I_A
sp|Q9JJL0|TSGA8_MOUSE,5MMM_x
sp|Q9JL16|ISG20_MOUSE,6R5K_A
sp|Q9QXT1|DAPP1_MOUSE,4Y93_A
sp|Q9R0G8|NRK_MOUSE,5UPL_A
sp|Q9WTP2|SPY4_MOUSE,3MLP_A
sp|Q9WU66|SFRP5_MOUSE,5XGP_A
sp|Q9WUA3|PFKAP_MOUSE,3OPY_A
sp|Q9WUH1|TM115_MOUSE,7CZB_A
sp|Q9Z2X1|HNRPF_MOUSE,6ASO_A
tr|A0A075B5X3|A0A075B5X3_MOUSE,3N44_F
tr|A0A075B6D1|A0A075B6D1_MOUSE,6HDC_A
tr|A0A140LIE7|A0A140LIE7_MOUSE,7JOZ_R
tr|A0A1L1SSS5|A0A1L1SSS5_MOUSE,7BVQ_B
tr|A0A9L6KDF6|A0A9L6KDF6_MOUSE,6YXY_EE
tr|A0AAQ4VMW3|A0AAQ4VMW3_MOUSE,1P5S_A
tr|A0ABA7IXF0|A0ABA7IXF0_MOUSE,5A2F_A
tr|A0ABJ3HNW1|A0ABJ3HNW1_MOUSE,1EYS_C
tr|A2A4U6|A2A4U6_MOUSE,6QNX_C
tr|A2A7A1|A2A7A1_MOUSE,6QNX_C
tr|A2AM80|A2AM80_MOUSE,6OVF_A
tr|A2RT31|A2RT31_MOUSE,7JOZ_R
tr|A2RTH5|A2RTH5_MOUSE,2ZWA_B
tr|A7VMS2|A7VMS2_MOUSE,6AT5_A
tr|B1AQ90|B1AQ90_MOUSE,4X9Z_B
tr|B2RVY8|B2RVY8_MOUSE,7JOZ_R
tr|B2RXC6|B2RXC6_MOUSE,7D58_A
tr|B9EKK6|B9EKK6_MOUSE,6PNQ_B
tr|E9Q1M3|E9Q1M3_MOUSE,1W1H_B
tr|E9Q287|E9Q287_MOUSE,6QIG_A
tr|G3X9I0|G3X9I0_MOUSE,6QNX_C
tr|G3X9N5|G3X9N5_MOUSE,6PNQ_B
tr|G5E8L3|G5E8L3_MOUSE,5U08_A
tr|J3QNE4|J3QNE4_MOUSE,7O4H_D
tr|J3QNQ5|J3QNQ5_MOUSE,6WCQ_C
tr|Q14C10|Q14C10_MOUSE,7DDZ_A
tr|Q2MDG1|Q2MDG1_MOUSE,6T90_K
tr|Q4FZE8|Q4FZE8_MOUSE,2A2U_A
tr|Q7TRN4|Q7TRN4_MOUSE,7BVQ_B
tr|Q7TRX0|Q7TRX0_MOUSE,7BVQ_B
tr|Q80X98|Q80X98_MOUSE,5YZG_Z
tr|Q8VGJ0|Q8VGJ0_MOUSE,7JOZ_R
tr|Q8VGP8|Q8VGP8_MOUSE,7BVQ_B
